"screen_name","text","stripped_text1"
"fixx_halo","<U+2B55><U+FE0F> Austria: Anti-vaccine mandate protest hits Vienna
https://t.co/9QlknMcTJv https://t.co/ftG5wNykUP","ubufef austria antivaccine mandate protest hits vienna "
"bidonkules","@Olivianuzzi So theyâ€™ll risk death instead? Iâ€™m not sure why itâ€™s not up to Republicans to stop spreading anti-vaccine conspiracy theories but itâ€™s up to Democrats to fix their mess."," so theyâ€™ll risk death instead iâ€™m not sure why itâ€™s not up to republicans to stop spreading antivaccine conspiracy theories but itâ€™s up to democrats to fix their mess"
"bidonkules","Iâ€™m still trying to understand why hospital administrators arenâ€™t fighting for healthcare workers and their safety? Iâ€™ve seen news of them getting rid of vaccine mandates (after the Biden admin set it) for HCWs and refusing to actually hold anti-vaxxers accountable. https://t.co/w44VtKWLhS","iâ€™m still trying to understand why hospital administrators arenâ€™t fighting for healthcare workers and their safety iâ€™ve seen news of them getting rid of vaccine mandates after the biden admin set it for hcws and refusing to actually hold antivaxxers accountable "
"GidMK","Always an important to distinguish between people who don't get vaccinated and dedicated anti-vaccine advocates. Getting taken in by lies online, and being convinced not to get a life-saving medical intervention, makes you a victim not a perpetrator","always an important to distinguish between people who dont get vaccinated and dedicated antivaccine advocates getting taken in by lies online and being convinced not to get a lifesaving medical intervention makes you a victim not a perpetrator"
"edusanchez19us","Not good for anti vaccine crowd â€¦who relied on monoclonal treatment only as an alternative . https://t.co/Pqj1NN7LNp https://t.co/NnXgx8Cg2b","not good for anti vaccine crowd â€who relied on monoclonal treatment only as an alternative   "
"ItsKingsBruh","@ComradeBrigid The main ones who are are the anti-vaxx section because they actually focus on how this pandemic been weaponized policy wise. Most marxists still stuck on just the vaccine individual debate or have been duped completely by BP."," the main ones who are are the antivaxx section because they actually focus on how this pandemic been weaponized policy wise most marxists still stuck on just the vaccine individual debate or have been duped completely by bp"
"EliasHNasser","@pierrettec76 @martyps @antoinette_news And they seem to have a high prevalence of anti-vaccine sentiment","   and they seem to have a high prevalence of antivaccine sentiment"
"EliasHNasser","@pierrettec76 @martyps @antoinette_news And itâ€™s not a quiet, discreet form of anti-vaccine sentiment 

Lebs win Gold medals in the stakes of â€œprofound ignorance coupled with supreme arroganceâ€","   and itâ€™s not a quiet discreet form of antivaccine sentiment lebs win gold medals in the stakes of â€œprofound ignorance coupled with supreme arroganceâ€"
"mario_aguirre","The problem w/ most anti-vaxx ppl I've come across is they're not just against vaccines or vaccine mandates. They're also against masks, social distancing, limiting capacity anywhere, having to pay for tests at work if they refuse the vaxx. And then expect everyone to stay quiet.","the problem w most antivaxx ppl ive come across is theyre not just against vaccines or vaccine mandates theyre also against masks social distancing limiting capacity anywhere having to pay for tests at work if they refuse the vaxx and then expect everyone to stay quiet"
"BruiserK","@RationalAngels @MRL325i @squintskm2020 @Ejdiff2 @prchovanec @DavidJollyFL Were they truly verified as happening from the vaccines?  Iâ€™m sorry if that is the case, and itâ€™s unfortunate. But not a reason to shut it down (which is the end game for the anti vaccine crowd).","      were they truly verified as happening from the vaccines  iâ€™m sorry if that is the case and itâ€™s unfortunate but not a reason to shut it down which is the end game for the anti vaccine crowd"
"BruiserK","@alienmotives Sometimes, unfortunately, there is nothing else to do but let people face the consequences of their actions.  ThÃ© anti vaccinÃ©, anti mask crowd needs to deal with those consequences.  And we can no longer protect them.  Itâ€™s sad but itâ€™s where we are."," sometimes unfortunately there is nothing else to do but let people face the consequences of their actions  thã anti vaccinã anti mask crowd needs to deal with those consequences  and we can no longer protect them  itâ€™s sad but itâ€™s where we are"
"BruiserK","@RationalAngels @MRL325i @squintskm2020 @Ejdiff2 @prchovanec @DavidJollyFL Because itâ€™s the end game.  We have dealt with vaccine mandates for school, certain jobs, etc.  The anti vaccine and anti mask crowd wants the vaccines stopped.  The masks banned.  The truth is they want to decide for us.","      because itâ€™s the end game  we have dealt with vaccine mandates for school certain jobs etc  the anti vaccine and anti mask crowd wants the vaccines stopped  the masks banned  the truth is they want to decide for us"
"BruiserK","@RationalAngels @MRL325i @squintskm2020 @Ejdiff2 @prchovanec @DavidJollyFL Iâ€™m doing fine.  But Iâ€™m tired of the misinformation the anti vaccine crowd is spouting as they want the pandemic to continue.","      iâ€™m doing fine  but iâ€™m tired of the misinformation the anti vaccine crowd is spouting as they want the pandemic to continue"
"BruiserK","@jkempcpa Heâ€™s trapped.  He has gone all in on the anti vaccine line that any wavering will get him threatened by the mob.  These are the same folks who booed Trump telling them to get vaccinated."," heâ€™s trapped  he has gone all in on the anti vaccine line that any wavering will get him threatened by the mob  these are the same folks who booed trump telling them to get vaccinated"
"sheerahkahn","@SNAFU_Sara the Covid vaccine will not prevent you from getting Covid, it's not 100%, but it will shorten your bodies immune response time so that you can overcome it.

The problem is, anti-bodies have a short life span, and if not challenged...will go away, leaving only mTcells.

/3"," the covid vaccine will not prevent you from getting covid it not  but it will shorten your bodies immune response time so that you can overcome itthe problem is antibodies have a short life span and if not challengedwill go away leaving only mtcells"
"moodyblueeyes","i'm not sure whether i should be insulted or encouraged when a dude DM's me some anti-vaccine, etc. nonsense as opposed to handling this out here in the open like grown folks.
this just gives me small dick vibes..
fellas? opinions? what's the goal here?
i'm confounded.
<U+270C><U+2764><U+269C>","im not sure whether i should be insulted or encouraged when a dude dm me some antivaccine etc nonsense as opposed to handling this out here in the open like grown folksthis just gives me small dick vibesfellas opinions what the goal hereim confoundeducuuc"
